AccountID,AccountNumber,CustomerID,BranchID,AccountType,Currency,AccountStatus,DateOpened,DateClosed,CurrentBalance
45,2351531223,100000029,76,Current,NGN,Dormant,2025-11-20,,248785
46,8110054933,100000030,5,Savings,NGN,Active,2023-05-27,,861436
47,2970753705,100000031,78,Savings,NGN,Active,2021-09-24,,4783612
48,2137651678,100000032,17,Savings,NGN,Dormant,2023-12-24,,1613650
49,7805745017,100000032,17,Current,NGN,Active,2024-12-28,,5584439
50,7010379415,100000033,7,Savings,NGN,Active,2024-11-26,,3474690
51,5284391408,100000033,7,Current,NGN,Active,2025-01-15,,5864762
52,7483366056,100000034,141,Savings,NGN,Active,2025-06-24,,4961568
53,1470939445,100000034,141,Current,NGN,Active,2024-06-18,,925156
54,3694860228,100000035,144,Savings,NGN,Active,2023-04-15,,2592369
55,5567816720,100000035,144,Current,NGN,Active,2022-04-18,,5249888
56,9573276057,100000036,115,Savings,NGN,Active,2021-07-18,,1263043
57,7567496105,100000036,115,Current,NGN,Active,2025-01-27,,2638939
58,9639245200,100000037,33,Savings,NGN,Active,2018-04-29,,1221933
59,4095476665,100000038,10,Savings,NGN,Dormant,2018-01-16,,1598935
60,8047877267,100000038,10,Current,NGN,Closed,2023-08-16,2025-08-25,0
61,5774080233,100000039,92,Savings,NGN,Active,2022-11-02,,4496659
62,2867302554,100000040,51,Savings,NGN,Dormant,2026-01-25,,510764
63,2948728483,100000040,51,Current,NGN,Dormant,2021-11-24,,235061
64,4919706735,100000041,12,Savings,NGN,Active,2024-12-31,,1329548
65,3615507143,100000042,59,Savings,NGN,Active,2026-06-26,,22930
66,5951406973,100000043,4,Savings,NGN,Active,2024-07-22,,2012551
67,4274958945,100000043,4,Current,NGN,Active,2023-10-11,,2547741
68,9592390865,100000044,134,Savings,NGN,Active,2025-02-19,,576438
69,6687206971,100000044,134,Current,NGN,Active,2020-04-18,,1746510
70,1083651970,100000045,28,Savings,NGN,Active,2025-06-07,,1106167
71,9285415473,100000045,28,Current,NGN,Active,2025-01-08,,7303715
72,2320763135,100000046,88,Savings,NGN,Active,2025-11-21,,108391
73,1248786714,100000046,88,Current,NGN,Active,2020-05-22,,6309464
74,5067116918,100000047,34,Savings,NGN,Active,2025-12-15,,1816133
75,9957813353,100000048,63,Savings,NGN,Active,2026-04-18,,1463444
76,4289233844,100000048,63,Current,NGN,Active,2026-06-29,,55852
77,3361388464,100000049,67,Current,NGN,Active,2018-01-09,,43106917
78,6633778586,100000050,19,Savings,NGN,Dormant,2026-06-18,,24390
79,8086172302,100000051,145,Savings,NGN,Active,2023-06-29,,3372310
80,7517938612,100000051,145,Current,NGN,Active,2023-09-23,,1372289
81,1519709079,100000052,108,Savings,NGN,Active,2025-11-17,,605868
82,1965067727,100000052,108,Current,NGN,Active,2026-05-14,,141373
83,2452066459,100000053,140,Savings,NGN,Active,2017-08-31,,9373933
84,1945826486,100000053,140,Current,NGN,Active,2022-09-27,,538689
85,9894847574,100000054,131,Current,NGN,Active,2026-06-24,,18711391
86,3710566582,100000055,76,Savings,NGN,Dormant,2016-04-29,,943120
87,1983297492,100000055,76,Current,NGN,Active,2023-11-13,,7644977
88,4888749350,100000056,136,Savings,NGN,Active,2025-09-19,,1608623
89,8987073217,100000056,136,Current,NGN,Active,2026-03-03,,4673430
90,9894264595,100000057,9,Savings,NGN,Active,2025-03-03,,104883648
91,6317189421,100000057,9,Current,NGN,Active,2025-01-03,,85021386
92,8168204967,100000057,9,Domiciliary,USD,Active,2021-01-01,,139262
93,3030106617,100000058,20,Savings,NGN,Active,2021-06-03,,1718094
94,8664882079,100000058,20,Current,NGN,Active,2023-07-10,,2386102
95,8763140509,100000059,5,Savings,NGN,Active,2018-09-07,,9046287
96,1817804383,100000059,5,Current,NGN,Active,2024-03-07,,2708167
97,7146318035,100000060,35,Savings,NGN,Active,2026-03-27,,531731
98,7114223633,100000060,35,Current,NGN,Active,2018-09-18,,487499
99,4131356954,100000061,44,Savings,NGN,Active,2024-04-10,,3255960
100,1422701550,100000062,29,Savings,NGN,Dormant,2026-06-21,,25028
101,4700855390,100000062,29,Current,NGN,Active,2026-06-27,,237524
102,2067970820,100000063,119,Savings,NGN,Active,2023-03-28,,2160606
103,2926780541,100000063,119,Current,NGN,Active,2025-07-23,,5882627
104,2811967841,100000064,39,Savings,NGN,Active,2019-11-19,,5210604
105,6491309593,100000064,39,Current,NGN,Active,2022-01-23,,2875095
106,4965395580,100000065,30,Savings,NGN,Active,2025-08-10,,210237
107,3363629219,100000065,30,Current,NGN,Active,2018-05-01,,320476
108,9807209816,100000066,66,Savings,NGN,Active,2019-07-14,,8983061
109,4590711152,100000066,66,Current,NGN,Dormant,2020-04-29,,1253519
110,5161807235,100000067,15,Savings,NGN,Active,2025-09-04,,1302469
111,4645120421,100000068,114,Savings,NGN,Active,2019-04-19,,875874
112,6009268066,100000068,114,Current,NGN,Active,2026-05-28,,2969813
113,7380780055,100000069,7,Savings,NGN,Active,2026-06-28,,48485
114,1251837136,100000070,148,Savings,NGN,Active,2022-05-29,,4627372
115,2627677155,100000070,148,Current,NGN,Active,2022-11-27,,603141
116,9526836552,100000071,108,Savings,NGN,Active,2026-06-05,,90817
117,7249213370,100000072,21,Savings,NGN,Active,2026-06-07,,136156
118,8380507338,100000072,21,Current,NGN,Active,2025-06-01,,2262347
119,1664847319,100000073,1,Savings,NGN,Active,2026-02-13,,1099662
120,2274350418,100000074,116,Savings,NGN,Active,2019-12-25,,9748187
121,5160575046,100000074,116,Current,NGN,Active,2026-05-12,,3270383
122,3328710672,100000075,96,Savings,NGN,Active,2023-01-12,,1221545
123,8507497883,100000075,96,Current,NGN,Active,2026-01-01,,6248483
124,1245522987,100000076,100,Savings,NGN,Active,2021-07-22,,1956853
125,7803990970,100000076,100,Current,NGN,Active,2022-03-23,,2313886
126,1676168421,100000077,108,Savings,NGN,Active,2025-02-20,,1120842
127,1798112150,100000078,7,Savings,NGN,Active,2025-10-18,,63038374
128,3555656321,100000078,7,Current,NGN,Active,2025-12-06,,66446305
129,6305160342,100000078,7,Domiciliary,GBP,Active,2025-11-01,,52092
130,3553440342,100000079,40,Savings,NGN,Active,2025-09-17,,230110
131,3660223333,100000080,12,Savings,NGN,Active,2022-08-31,,19338323
132,7540301973,100000080,12,Current,NGN,Active,2026-02-06,,40700983
133,9309500117,100000080,12,Domiciliary,USD,Active,2025-10-28,,305861
134,8370987661,100000081,126,Savings,NGN,Active,2022-12-29,,3456019
135,6320115677,100000081,126,Current,NGN,Active,2021-02-21,,3332810
136,2699887270,100000082,81,Savings,NGN,Active,2026-02-25,,1503812
137,6583444930,100000082,81,Current,NGN,Active,2025-05-29,,1261873
138,1311570307,100000083,36,Savings,NGN,Active,2024-10-14,,3244841
139,5278201677,100000083,36,Current,NGN,Active,2026-06-04,,142603
140,9904586976,100000084,6,Savings,NGN,Active,2024-10-14,,1160881
141,2139027119,100000085,34,Savings,NGN,Active,2024-06-08,,2265704
142,9303285822,100000085,34,Current,NGN,Active,2024-01-08,,3458966
143,4783282817,100000086,35,Savings,NGN,Active,2025-08-24,,1128781
144,4776436931,100000086,35,Current,NGN,Active,2023-02-17,,1993945
145,6882074066,100000087,100,Savings,NGN,Active,2020-01-28,,6763944
146,5972484792,100000088,84,Savings,NGN,Active,2020-10-09,,2163306
147,8316648259,100000088,84,Current,NGN,Active,2025-10-19,,5386042
148,9623534576,100000089,130,Savings,NGN,Active,2026-03-18,,780318
149,3849232839,100000089,130,Current,NGN,Active,2023-05-19,,6831539
150,5871743247,100000090,56,Savings,NGN,Active,2023-03-06,,2402982
151,3376077463,100000091,12,Savings,NGN,Active,2021-05-08,,564988
152,6464693977,100000091,12,Current,NGN,Active,2020-07-27,,5016686
153,3597724331,100000092,97,Savings,NGN,Active,2026-02-24,,682530
154,8377088167,100000092,97,Current,NGN,Active,2026-04-18,,7715521
155,7393195616,100000093,106,Current,NGN,Active,2026-06-29,,34717705
156,4633987776,100000094,70,Savings,NGN,Active,2024-04-26,,2043798
157,9986353481,100000095,108,Savings,NGN,Active,2018-06-11,,2413826
158,2188332531,100000096,59,Savings,NGN,Active,2022-06-14,,4881863
159,5310195918,100000096,59,Current,NGN,Active,2023-12-29,,6533655
160,4311931853,100000097,63,Savings,NGN,Active,2023-07-23,,4864525
161,2125089309,100000097,63,Current,NGN,Active,2025-07-27,,2257064
162,8478529823,100000098,49,Savings,NGN,Active,2024-04-06,,3822007
163,1041531046,100000099,3,Savings,NGN,Active,2026-02-01,,1902163
164,4882343658,100000099,3,Current,NGN,Dormant,2024-12-21,,1847729
165,3343292475,100000100,11,Savings,NGN,Active,2025-06-13,,3303970
166,8879525611,100000101,3,Savings,NGN,Active,2021-08-07,,116499602
167,5931025271,100000101,3,Current,NGN,Active,2023-09-27,,72861929
168,1547374338,100000101,3,Domiciliary,USD,Dormant,2017-09-09,,108490
169,6618926823,100000102,83,Savings,NGN,Active,2026-02-12,,521432
170,4696689457,100000102,83,Current,NGN,Active,2024-09-06,,6101826
171,9155819200,100000103,34,Savings,NGN,Active,2026-05-13,,1909819
172,5736462531,100000103,34,Current,NGN,Active,2025-06-16,,6360236
173,4993808565,100000104,61,Savings,NGN,Active,2023-01-29,,156466
174,4713453204,100000104,61,Current,NGN,Active,2024-06-29,,3722078
175,4482238042,100000105,134,Savings,NGN,Active,2025-11-15,,556845
176,9080621072,100000105,134,Current,NGN,Active,2024-12-26,,1584612
177,1106456634,100000106,26,Savings,NGN,Active,2025-08-30,,1385098
178,9292791081,100000107,47,Savings,NGN,Active,2019-12-27,,4960127
179,4482141802,100000108,105,Savings,NGN,Active,2025-08-25,,1711152
180,2145921803,100000109,25,Savings,NGN,Active,2020-12-03,,5352338
181,5759234471,100000110,8,Savings,NGN,Dormant,2025-12-20,,244023
182,4745927824,100000110,8,Current,NGN,Active,2024-12-06,,5650434
183,8982597239,100000111,31,Current,NGN,Active,2025-12-24,,26447782
184,1955345537,100000112,17,Savings,NGN,Active,2025-02-20,,3105034
185,7271954644,100000113,138,Savings,NGN,Active,2022-12-16,,4654021
186,1977515194,100000113,138,Current,NGN,Active,2023-09-07,,1486980
187,9691572571,100000114,115,Savings,NGN,Active,2024-08-13,,1677999
188,6124453431,100000114,115,Current,NGN,Active,2023-09-19,,4687559
189,6704841644,100000115,83,Savings,NGN,Active,2024-07-14,,3994584
190,4712367625,100000116,127,Savings,NGN,Active,2023-03-26,,326557
191,6493800024,100000116,127,Current,NGN,Active,2025-04-14,,3406606
192,7597996327,100000117,114,Savings,NGN,Active,2023-06-07,,802242
193,5033992825,100000118,19,Savings,NGN,Active,2024-10-02,,4469428
194,9462806178,100000118,19,Current,NGN,Active,2026-03-29,,3068955
195,2140169349,100000119,131,Savings,NGN,Active,2022-07-11,,1290805
196,7161404428,100000119,131,Current,NGN,Active,2021-04-10,,6614704
197,6642201119,100000120,66,Savings,NGN,Active,2025-05-09,,1963770
198,3196545325,100000120,66,Current,NGN,Active,2022-08-07,,1112776
199,3476426797,100000121,115,Savings,NGN,Active,2026-03-24,,23744860
200,2094024844,100000121,115,Current,NGN,Active,2025-10-22,,51238371
201,8339176912,100000121,115,Domiciliary,USD,Active,2026-06-25,,81832
202,9597198563,100000122,132,Savings,NGN,Dormant,2024-01-22,,437540
203,3880327491,100000123,34,Savings,NGN,Active,2023-11-26,,4922361
204,6859286614,100000124,11,Savings,NGN,Dormant,2023-04-10,,1024155
205,4642197907,100000125,24,Savings,NGN,Active,2024-01-13,,4119704
206,7049001493,100000125,24,Current,NGN,Active,2025-02-06,,374979
207,1546696950,100000126,49,Savings,NGN,Active,2021-11-14,,2768556
208,9333798503,100000127,117,Savings,NGN,Active,2021-08-12,,1879725
209,4877520294,100000127,117,Current,NGN,Active,2021-01-26,,587278
210,6587537178,100000128,125,Savings,NGN,Active,2025-08-18,,763703
211,5296710795,100000128,125,Current,NGN,Active,2025-12-13,,1898997
212,2232285036,100000129,1,Savings,NGN,Active,2023-06-03,,3518006
213,8106906538,100000129,1,Current,NGN,Active,2024-02-27,,4974022
214,7292076361,100000130,61,Savings,NGN,Active,2024-12-28,,2058919
215,5659161352,100000131,47,Savings,NGN,Active,2025-06-14,,4741183
216,2439622619,100000132,23,Savings,NGN,Active,2019-01-02,,966171
217,4226113732,100000133,12,Savings,NGN,Active,2022-07-16,,2407862
218,8184602688,100000134,37,Savings,NGN,Active,2024-06-11,,1332463
219,1855256552,100000134,37,Current,NGN,Active,2024-09-16,,7519557
220,1104906255,100000135,140,Savings,NGN,Active,2021-11-03,,2246707
221,5607762160,100000136,35,Savings,NGN,Active,2025-07-06,,1315068
222,8285786023,100000136,35,Current,NGN,Active,2026-05-02,,5856257
223,7418301077,100000137,62,Savings,NGN,Active,2025-08-07,,858067
224,2047905204,100000137,62,Current,NGN,Active,2025-09-03,,3974507
225,2825989011,100000138,95,Savings,NGN,Active,2020-08-01,,2763829
226,7519578899,100000139,40,Savings,NGN,Dormant,2025-01-16,,177500
227,9805620900,100000140,146,Savings,NGN,Active,2025-12-21,,543187
228,4643576871,100000140,146,Current,NGN,Active,2026-02-01,,3556937
229,2960488639,100000141,144,Savings,NGN,Active,2026-05-23,,11367742
230,8737025391,100000141,144,Current,NGN,Closed,2025-09-03,2026-02-11,0
231,7852415525,100000141,144,Domiciliary,USD,Active,2025-12-14,,263438
232,9123612497,100000142,27,Savings,NGN,Active,2026-05-03,,1705095
233,7462972995,100000143,59,Savings,NGN,Active,2026-02-10,,398387
234,7648059419,100000144,33,Savings,NGN,Active,2020-09-07,,2279026
235,4853479481,100000144,33,Current,NGN,Active,2026-05-03,,3181665
236,7333678472,100000145,31,Savings,NGN,Active,2024-12-14,,3809455
237,8033702319,100000145,31,Current,NGN,Active,2023-11-03,,6500490
238,7533932947,100000146,4,Savings,NGN,Active,2025-02-24,,1653472
239,3691864041,100000146,4,Current,NGN,Active,2025-09-11,,6201280
240,6474354351,100000147,78,Savings,NGN,Active,2025-12-12,,274846
241,9922723063,100000148,60,Savings,NGN,Active,2024-10-04,,692349
242,2227193073,100000149,5,Savings,NGN,Active,2024-07-05,,3570072
243,6461974809,100000149,5,Current,NGN,Active,2026-04-12,,673564
244,3319936135,100000150,30,Savings,NGN,Active,2021-05-25,,4224932
245,1594312071,100000150,30,Current,NGN,Active,2021-03-03,,7930492
246,6288227800,100000151,134,Current,NGN,Active,2021-02-18,,8673765
247,3980491761,100000152,26,Savings,NGN,Dormant,2026-06-23,,2575
248,4034047118,100000152,26,Current,NGN,Active,2026-05-31,,184434
249,5570828113,100000153,15,Savings,NGN,Active,2022-09-20,,3663270
250,7045593274,100000154,58,Current,NGN,Active,2024-04-04,,32017370
251,7625464411,100000155,148,Savings,NGN,Active,2022-03-28,,2017128
252,2785736751,100000155,148,Current,NGN,Active,2020-07-29,,3572190
253,7099469983,100000156,26,Savings,NGN,Active,2023-02-02,,4237554
254,3987248494,100000156,26,Current,NGN,Active,2021-04-22,,3756553
255,6928691380,100000157,90,Savings,NGN,Active,2024-10-09,,2969698
256,6805759868,100000158,106,Savings,NGN,Active,2025-01-21,,2800727
257,8531118333,100000159,25,Savings,NGN,Active,2026-05-30,,1685629
258,6242173772,100000160,100,Savings,NGN,Active,2023-07-31,,1543908
259,6237376063,100000160,100,Current,NGN,Active,2025-01-24,,968342
260,7166868574,100000161,41,Savings,NGN,Active,2024-01-24,,3839889
261,5419627962,100000161,41,Current,NGN,Active,2024-01-27,,3537811
262,1116402431,100000162,82,Savings,NGN,Active,2024-10-13,,1790739
263,8055556030,100000163,83,Savings,NGN,Active,2025-05-09,,2092801
264,2982979741,100000164,65,Savings,NGN,Active,2025-05-25,,4184317
265,5510938155,100000164,65,Current,NGN,Active,2026-03-01,,1033716
266,6923206003,100000165,9,Current,NGN,Active,2024-11-11,,10635936
267,6204041308,100000166,120,Savings,NGN,Active,2022-03-10,,161533
268,6698759353,100000166,120,Current,NGN,Active,2022-10-10,,7548070
269,6923301988,100000167,35,Current,NGN,Active,2019-06-06,,4254650
270,8868054898,100000168,19,Current,NGN,Active,2025-03-11,,4916342951
271,5646751885,100000168,19,Domiciliary,USD,Active,2024-07-27,,409683
272,9673185158,100000169,4,Savings,NGN,Active,2025-09-17,,1060080
273,3316787198,100000169,4,Current,NGN,Active,2026-02-06,,7804925
274,2503068227,100000170,75,Savings,NGN,Active,2019-07-23,,6012817
275,3792347639,100000171,91,Savings,NGN,Active,2025-08-12,,61084
276,3799264931,100000172,2,Savings,NGN,Active,2026-04-16,,547423
277,4239406957,100000172,2,Current,NGN,Active,2026-03-11,,203836
278,5078551333,100000173,61,Savings,NGN,Active,2018-07-04,,6752772
279,9677466102,100000174,24,Savings,NGN,Active,2024-01-17,,4194971
280,1654477195,100000175,85,Savings,NGN,Active,2026-04-30,,1053386
281,5837082260,100000176,18,Savings,NGN,Active,2019-01-09,,1881284
282,3875303857,100000177,93,Savings,NGN,Active,2020-01-01,,6122677
283,6231117883,100000178,44,Savings,NGN,Active,2023-05-06,,3203140
284,8299146480,100000179,139,Savings,NGN,Active,2026-06-05,,22599
285,8588769565,100000180,14,Savings,NGN,Active,2023-10-29,,3192118
286,4518871744,100000181,37,Savings,NGN,Closed,2026-03-02,2026-06-29,0
287,9438411468,100000181,37,Current,NGN,Active,2024-01-26,,5778341
288,9410288290,100000182,11,Savings,NGN,Active,2025-05-29,,3099009
289,4070964768,100000182,11,Current,NGN,Active,2022-02-02,,7981525
290,9916336966,100000183,137,Savings,NGN,Active,2019-05-30,,9444867
291,3693985578,100000184,128,Savings,NGN,Active,2023-01-03,,211921
292,8612747444,100000185,28,Savings,NGN,Active,2026-01-14,,189342
293,4361393222,100000186,87,Savings,NGN,Active,2026-04-15,,140974
294,2591589823,100000187,117,Savings,NGN,Active,2020-05-27,,4651388
295,2465576748,100000188,68,Savings,NGN,Active,2025-11-17,,65664
296,8943866829,100000188,68,Current,NGN,Dormant,2026-01-03,,1236196
297,8826851692,100000189,64,Savings,NGN,Active,2021-02-24,,8674248
298,5748253283,100000190,26,Savings,NGN,Active,2017-12-10,,8622451
299,9421518487,100000191,9,Savings,NGN,Active,2020-04-12,,6101741
300,8854238082,100000191,9,Current,NGN,Active,2021-09-02,,7479788
301,4037867512,100000192,132,Savings,NGN,Active,2025-02-22,,2636598
302,2870403050,100000193,132,Savings,NGN,Active,2023-04-16,,1753925
303,7371573279,100000193,132,Current,NGN,Active,2022-11-26,,1673874
304,6447717367,100000194,83,Current,NGN,Active,2024-11-16,,1110443123
305,4658080160,100000194,83,Domiciliary,USD,Active,2025-02-06,,1643623
306,5667181604,100000195,37,Savings,NGN,Active,2026-01-07,,1900543
307,9081544414,100000195,37,Current,NGN,Active,2025-10-26,,4233765
308,6922713963,100000196,38,Savings,NGN,Active,2024-05-18,,2195874
309,5418232833,100000197,99,Savings,NGN,Active,2025-11-19,,1981727
310,8949781901,100000197,99,Current,NGN,Active,2026-02-01,,2323478
311,6075963527,100000198,132,Savings,NGN,Active,2024-04-14,,3827931
312,6206015111,100000199,130,Savings,NGN,Active,2024-04-10,,4901660
313,8721631198,100000200,109,Savings,NGN,Active,2026-03-03,,1440154
314,6756711494,100000201,85,Savings,NGN,Active,2018-08-08,,2372767
315,9633533290,100000202,8,Savings,NGN,Active,2025-09-27,,1034981
316,5071897791,100000202,8,Current,NGN,Active,2025-03-18,,999389
317,1367704871,100000203,17,Savings,NGN,Active,2022-04-20,,2279425
318,8387664437,100000204,132,Savings,NGN,Active,2021-11-14,,1806013
319,4256292393,100000204,132,Current,NGN,Active,2024-12-20,,626472
320,8261111839,100000205,78,Current,NGN,Active,2018-04-23,,21441890
321,7403028869,100000206,1,Savings,NGN,Active,2026-03-22,,1276328
322,4405620755,100000206,1,Current,NGN,Active,2024-08-13,,1131105
323,5694628398,100000207,10,Current,NGN,Active,2026-03-05,,36795486
324,6246716604,100000208,88,Current,NGN,Active,2026-02-09,,1722765
325,3971203213,100000209,1,Savings,NGN,Active,2023-08-21,,3839570
326,7792729530,100000209,1,Current,NGN,Active,2025-04-09,,1880318
327,7575259637,100000210,17,Savings,NGN,Active,2025-09-09,,633993
328,6715705115,100000211,67,Savings,NGN,Dormant,2025-04-27,,389329
329,8313706299,100000212,93,Savings,NGN,Active,2024-07-03,,2326735
330,6458544482,100000213,86,Savings,NGN,Active,2024-10-10,,601516
331,2079770569,100000214,24,Savings,NGN,Active,2026-06-20,,9403
332,6122110529,100000214,24,Current,NGN,Active,2026-03-16,,6493111
333,1795212538,100000215,97,Savings,NGN,Active,2025-05-23,,3775048
334,7374584386,100000216,25,Savings,NGN,Active,2025-10-17,,1598131
335,6128695961,100000217,35,Savings,NGN,Active,2026-05-10,,135514
336,6272000062,100000218,103,Savings,NGN,Active,2022-04-29,,1451310
337,6065662867,100000219,86,Savings,NGN,Active,2018-03-12,,6871104
338,9650701349,100000219,86,Current,NGN,Active,2024-09-19,,2434006
339,3294092753,100000220,123,Savings,NGN,Active,2024-03-28,,4489667
340,2178158203,100000220,123,Current,NGN,Active,2025-04-12,,5393733
341,5184564874,100000221,87,Savings,NGN,Active,2026-01-28,,1964329
342,7671625956,100000221,87,Current,NGN,Active,2025-06-16,,752516
343,3108307952,100000222,71,Savings,NGN,Active,2022-02-24,,23971627
344,4748302739,100000222,71,Current,NGN,Active,2023-01-01,,60822657
345,7760554363,100000222,71,Domiciliary,USD,Active,2019-10-15,,350308
346,7311011808,100000223,9,Savings,NGN,Active,2025-12-22,,1159110
347,7186766399,100000223,9,Current,NGN,Active,2024-05-21,,3952338
348,5515628633,100000224,41,Savings,NGN,Active,2025-09-30,,817029
349,3051831252,100000224,41,Current,NGN,Dormant,2024-01-03,,2044776
350,4530959836,100000225,28,Savings,NGN,Active,2017-05-30,,2696438
351,7015992643,100000226,26,Savings,NGN,Active,2025-12-11,,1306161
352,9908115095,100000226,26,Current,NGN,Active,2025-12-24,,1792336
353,1230249217,100000227,146,Savings,NGN,Active,2026-03-29,,158220
354,2304963614,100000228,45,Savings,NGN,Active,2023-03-18,,2794562
355,5268845844,100000229,131,Savings,NGN,Active,2022-05-19,,3239707
356,8578226896,100000230,82,Savings,NGN,Active,2019-12-01,,3090059
357,7539399243,100000231,113,Savings,NGN,Active,2019-05-11,,5800880
358,7196439534,100000232,60,Savings,NGN,Active,2025-10-29,,171398
359,9547119184,100000233,73,Savings,NGN,Dormant,2024-01-20,,1733748
360,3667292043,100000234,59,Savings,NGN,Active,2023-06-27,,3045160
361,4178659381,100000235,20,Savings,NGN,Active,2021-05-14,,4009435
362,6201313620,100000235,20,Current,NGN,Active,2022-02-23,,3712939
363,3836517266,100000236,99,Savings,NGN,Closed,2021-02-15,2024-04-04,0
364,1674555072,100000236,99,Current,NGN,Active,2024-03-10,,2601963
365,1322401182,100000237,30,Savings,NGN,Active,2022-02-20,,4319610
366,5306459450,100000237,30,Current,NGN,Active,2024-12-27,,2263283
367,7845366946,100000238,3,Savings,NGN,Active,2023-01-28,,2575309
368,2250949136,100000238,3,Current,NGN,Active,2017-06-05,,7723207
369,6289150149,100000239,85,Savings,NGN,Active,2026-06-14,,75776
370,8331319481,100000240,18,Savings,NGN,Active,2021-04-26,,2986214
371,2950049698,100000240,18,Current,NGN,Active,2022-12-15,,7155683
372,3952295757,100000241,140,Savings,NGN,Active,2025-06-18,,2486852
373,9263135031,100000241,140,Current,NGN,Active,2026-03-13,,700364
374,5010075517,100000242,142,Savings,NGN,Active,2022-09-18,,2191818
375,2825957977,100000242,142,Current,NGN,Active,2025-02-08,,1511975
376,3338877621,100000243,135,Savings,NGN,Active,2023-06-27,,606581
377,3781569954,100000244,41,Savings,NGN,Active,2024-08-14,,2990776
378,9196564761,100000245,2,Savings,NGN,Active,2022-01-28,,3420351
379,4550353803,100000245,2,Current,NGN,Active,2019-01-03,,3964476
380,1306702926,100000246,138,Current,NGN,Active,2025-06-03,,31392435
381,6534540349,100000247,49,Savings,NGN,Active,2024-12-17,,151986
382,5829062179,100000248,145,Savings,NGN,Active,2026-06-01,,93337563
383,8252816758,100000248,145,Current,NGN,Active,2023-11-01,,93356173
384,8300300577,100000248,145,Domiciliary,USD,Active,2022-06-28,,275180
385,9343730920,100000249,144,Savings,NGN,Active,2024-12-15,,3502737
386,7415801613,100000249,144,Current,NGN,Active,2024-04-10,,5716629
387,9935429720,100000250,124,Savings,NGN,Active,2024-05-02,,4227487
388,2075321966,100000250,124,Current,NGN,Active,2023-04-10,,1836528
389,1392245997,100000251,32,Savings,NGN,Active,2026-05-08,,1583117
